Corpus_position,Speaker_ID,Left_context,last_left,Match,Right_context,Cx,Lexeme,Futurate,Negative,Interrogative,Clause_structure,Clause_type,If-clause,Person,Animacy,left_more_context
327920,Anette,alle,,skal,samles her i stuen ja,skal,samles,,affirmative,affirmative,simple,main,no,3rd,Animate,nei # men n- nå gjør jeg det * | nei mm # sov godt da sove godt * ja nei jeg skal tisse tiss til du blir * smoking in voice room * ja sov godt da sov godt ja m sove nå # sove nå Flekkefjord # sove nå sove nå * perfekte jenta # sove nå si det du sier jeg ikke vet hm ? si det du mener jeg ikke vet nei ## nå må du ligge og sove # nå må vi sove * alle skal samles her i stuen ja e
328951,Anette,*,,skal,vi bytte en eller ?,skal,bytte,,affirmative,interrogative,simple,main,no,1st,Animate,men syns det er rart at jeg har klart å slappe av så mye som jeg har klart her jeg tenk på # tenk hvor rastløs jeg var på starten * ja # jeg syns jo du ... ja jeg tenker på du er jo # eller vi er rastløse begge to # jeg er kanskje mer rastløs på sånn fysisk trim men du er rastløs på # gjøre noe liksom selv om ikk- ja # spille gitar trommer eller # gjøre noe annet men du har vært rolig i det siste ? ja # forhold til før ja ? ja skal du starte ? e jeg må vel det vel hvis jeg skal få sjansen til å kaste er den dagen i dag ja e det er derfor jeg er så glad jeg ikke har vann f-_og_snø # for på én og tjue så liker jeg bevege meg litt # så derfor løper jeg og hopper og kaster og tre er derfor det egentlig # det går jo an å spille basketball én mot én og sånn ja ## Kylie Minouge da det er litt likt Madonna på én måte syns jeg ja den sangen her så * jeg syns nesten jeg syns nesten den her skiva her er bedre enn den Madonna-skiva jeg da rytmen og * Madonna har noen jævlig kule sanger men jeg syns det er mye møl på den Madonna-skiva òg ja ja ja syns dette her hørtes ganske # tøft ut visste ikke hun hadde gitt ut en skive en gang jeg * skal vi bytte en eller ?
131494,Anette,lagbilde fra helikopter og vi,vi,skal,ligge sånn sikkert,skal,ligge,,affirmative,affirmative,simple,main,no,1st,Animate,ja sikkert ehe men det er jo dritvått burde hatt en pres- presenning * nei nei nei nei | mye nei jeg går og legger meg jeg det er første april # jeg går og * det er aprilsnarr # for faen | det er aprilspøk # for faen legger meg det er a- første april selvfølgelig er det det * yes så skal dem ha oss til å ligge i det vannet og så ser vi helt molboer ut og så er det bare kødd den der kjøper vi ikke # lurer ikke en gammel rev * nei den kjøper ikke jeg heller altså | ja kan vi nei jeg tenkte akkurat på at det er aprilsnarr det er sikkert bare tull * nei for pokker | jammen det er det er de ber jo oss om å gjøre det da nei jeg gjør det ikke ikke på det våte der * de veit de veit jo at det er vått der de òg lagbilde fra helikopter og vi skal ligge sånn sikkert
329081,Anette,,,skal,spille litt da skal vi spille jentene mot guttene eller # først ?,skal,spille,,affirmative,interrogative,simple,main,no,1st,Animate,ja ja ja syns dette her hørtes ganske # tøft ut visste ikke hun hadde gitt ut en skive en gang jeg * skal vi bytte en eller ? Camel med Camel light ja kanskje smake på vanlige ja # den jeg kan godt røyke Camel light det gjør ikke noe det er bare at # må ha denne pakka men du er enig i at den er feminin den pakka der ? ja det er n # men jenter kan liksom røyke sånne det gjør liksom ikke noe nei # men liksom hvis gutter sjøl litt sånn ja den er litt homo den pakka der ## sk- skal vi spille litt baske- nei litt volleyball da # når Reidi er klar ? mm vært fin dag i dag òg altså ja jøss ## skal ikke klage ja jøss * e Morten å that ' s it skal spille litt da skal vi spille jentene mot guttene eller # først ?
131731,Roy,ok da vi,vi,skal,gjøre det,skal,gjøre,,affirmative,affirmative,simple,main,no,1st,Animate,
132029,Monica,kjære Big Brother-deltagere førstkommende torsdag klokken ti til tolv,tolv,skal,dere avvikle en to timers direkte radiosending på Radio 1,skal,avvikle,,affirmative,affirmative,simple,main,no,2nd,Animate,"* det er ikke noe har ikke noe spesielt lyst til å legge meg i gjørma jeg heller her kommer de jo du få folk hit da ### de er så sleipe ## nå hører # nå er det her "" ligg skulder mot skulder "" ja få de ut da # her kommer jeg trur ikke vi trur ikke vi må ligge først_og_fremst men e hvorfor ikke ja trur du den der er vanntett ? kom igjen da vi legger oss ned # det er nå er det halv ja men vi kan ta derfra og bortover da for da slipper vi å bli bløte ja skal vi legge oss her da ja # kom igjen da det er jo bare Radio 1-helikopter jo for faen vi venter til det sti- står stille over | ok da vi skal gjøre det ja ja det gjør vi vi gjør det nå alle alle stiller seg bare på linje kommer sikkert til å si ifra | ja | hvis ikke så blir det | ja da han kommer til å si fra når vi skal gjøre det | ja ja ja | legger meg | ok | legger vi oss ned da | kom igjen da | ok | kom igjen da | | hvor er de andre nå skal de bare | legg skulder mot skulder | det er ikke noe vits å ligge hvis ikke alle kommer ut | kom da | kjapp dere det er kaldt ute her kom igjen nå da | ja men det er bare | driver de med da | | bare løp inn og hent de da | skal vi ligge sånn ? | ja | kjapp | ja men det var jo | vent da | | takk | har du en til meg e | ja bare | ja ok | vi ofrer alt | litt lenger ned | | nei herregud | | | fy fader det er helt utrolig | det er dårlig gjort | | det er ikke dårlig gjort det er | jo det er dårlig gjort | de er jo for lenge siden men dere maser så jævlig om det | faen | | få se hva som står på det | vi må få premie for det her altså | | hva er det som ligger oppi der da ? | steiner | bare for at n skal treffe sikkert kjære Big Brother-deltagere førstkommende torsdag klokken ti til tolv skal dere avvikle en to timers direkte radiosending på Radio 1"
330952,Anette,det,,skal,jeg faen meg mobbe n for # skal jeg faen meg si til n hva er det du tenker med ?,skal,mobbe,,affirmative,affirmative,simple,main,no,1st,Animate,
132159,Monica,jeg lå akkurat og tenkte at det ##,,skal,vi se,skal,se,,affirmative,affirmative,complex,sub,no,1st,Animate,ja ja det gjør vi vi gjør det nå alle alle stiller seg bare på linje kommer sikkert til å si ifra | ja | hvis ikke så blir det | ja da han kommer til å si fra når vi skal gjøre det | ja ja ja | legger meg | ok | legger vi oss ned da | kom igjen da | ok | kom igjen da | | hvor er de andre nå skal de bare | legg skulder mot skulder | det er ikke noe vits å ligge hvis ikke alle kommer ut | kom da | kjapp dere det er kaldt ute her kom igjen nå da | ja men det er bare | driver de med da | | bare løp inn og hent de da | skal vi ligge sånn ? | ja | kjapp | ja men det var jo | vent da | | takk | har du en til meg e | ja bare | ja ok | vi ofrer alt | litt lenger ned | | nei herregud | | | fy fader det er helt utrolig | det er dårlig gjort | | det er ikke dårlig gjort det er | jo det er dårlig gjort | de er jo for lenge siden men dere maser så jævlig om det | faen | | få se hva som står på det | vi må få premie for det her altså | | hva er det som ligger oppi der da ? | steiner | bare for at n skal treffe sikkert kjære Big Brother-deltagere førstkommende torsdag klokken ti til tolv skal dere avvikle en to timers direkte radiosending på Radio 1 yeah dere vil få utlevert det dere trenger av informasjon retningslinjer og materiale # det kan være kødd da men nei jeg tror ikke det det er typisk Radio 1 de gjort det i Sverige de gangene ja det er utrolig det kom jo fra Radio 1-helikopteret òg what a fool I am # what fool I am det er et ett-tall for første april * to timers direkte sending ja det er ganske lenge altså nå er jeg spent sikkert noe dritkult kanskje vi får se en film til ## vi gikk på spøken og da * å det hadde vært deilig | jeg lå akkurat og tenkte at det ## skal vi se
132182,Lars_Joakim,veldig morsomt for det at det # jeg har vært skuespiller muldvarp hele tida # så nå,nå,skal,jeg si ha det bra til alle sammen,skal,si,,affirmative,affirmative,simple,main,no,1st,Animate,kommer sikkert til å si ifra | ja | hvis ikke så blir det | ja da han kommer til å si fra når vi skal gjøre det | ja ja ja | legger meg | ok | legger vi oss ned da | kom igjen da | ok | kom igjen da | | hvor er de andre nå skal de bare | legg skulder mot skulder | det er ikke noe vits å ligge hvis ikke alle kommer ut | kom da | kjapp dere det er kaldt ute her kom igjen nå da | ja men det er bare | driver de med da | | bare løp inn og hent de da | skal vi ligge sånn ? | ja | kjapp | ja men det var jo | vent da | | takk | har du en til meg e | ja bare | ja ok | vi ofrer alt | litt lenger ned | | nei herregud | | | fy fader det er helt utrolig | det er dårlig gjort | | det er ikke dårlig gjort det er | jo det er dårlig gjort | de er jo for lenge siden men dere maser så jævlig om det | faen | | få se hva som står på det | vi må få premie for det her altså | | hva er det som ligger oppi der da ? | steiner | bare for at n skal treffe sikkert kjære Big Brother-deltagere førstkommende torsdag klokken ti til tolv skal dere avvikle en to timers direkte radiosending på Radio 1 yeah dere vil få utlevert det dere trenger av informasjon retningslinjer og materiale # det kan være kødd da men nei jeg tror ikke det det er typisk Radio 1 de gjort det i Sverige de gangene ja det er utrolig det kom jo fra Radio 1-helikopteret òg what a fool I am # what fool I am det er et ett-tall for første april * to timers direkte sending ja det er ganske lenge altså nå er jeg spent sikkert noe dritkult kanskje vi får se en film til ## vi gikk på spøken og da * å det hadde vært deilig | jeg lå akkurat og tenkte at det ## skal vi se * dette blir veldig morsomt for det at det # jeg har vært skuespiller muldvarp hele tida # så nå skal jeg si ha det bra til alle sammen
132201,Lars_Joakim,Morten # du,du,skal,få tromma mi # til å ha her mens jeg er borte,skal,få,,affirmative,affirmative,simple,main,no,2nd,Animate,nei jeg tror ikke det det er typisk Radio 1 de gjort det i Sverige de gangene ja det er utrolig det kom jo fra Radio 1-helikopteret òg what a fool I am # what fool I am det er et ett-tall for første april * to timers direkte sending ja det er ganske lenge altså nå er jeg spent sikkert noe dritkult kanskje vi får se en film til ## vi gikk på spøken og da * å det hadde vært deilig | jeg lå akkurat og tenkte at det ## skal vi se * dette blir veldig morsomt for det at det # jeg har vært skuespiller muldvarp hele tida # så nå skal jeg si ha det bra til alle sammen nei er det sant ? * og Morten # du skal få tromma mi # til å ha her mens jeg er borte
132253,Lars_Joakim,en annen ting ### Anette du,du,skal,få Nugatti-crispen,skal,få,,affirmative,affirmative,simple,main,no,2nd,Animate,det er utrolig det kom jo fra Radio 1-helikopteret òg what a fool I am # what fool I am det er et ett-tall for første april * to timers direkte sending ja det er ganske lenge altså nå er jeg spent sikkert noe dritkult kanskje vi får se en film til ## vi gikk på spøken og da * å det hadde vært deilig | jeg lå akkurat og tenkte at det ## skal vi se * dette blir veldig morsomt for det at det # jeg har vært skuespiller muldvarp hele tida # så nå skal jeg si ha det bra til alle sammen nei er det sant ? * og Morten # du skal få tromma mi # til å ha her mens jeg er borte * neida | det er | jeg har tippa det jeg altså at han har vært muldvarp # men han er ikke det * neida det er aprilspøk | nei | og en annen ting ### Anette du skal få Nugatti-crispen
132355,Lars_Joakim,og det er når jeg gjelder den Big Brother-låta for den har jeg vært med og laga # så det,det,vil,jeg si tusen takk for og så # skal vi si ha det bra _uforståelig_ # Morten,vil,si,,affirmative,affirmative,simple,main,no,1st,Animate,nå er jeg spent sikkert noe dritkult kanskje vi får se en film til ## vi gikk på spøken og da * å det hadde vært deilig | jeg lå akkurat og tenkte at det ## skal vi se * dette blir veldig morsomt for det at det # jeg har vært skuespiller muldvarp hele tida # så nå skal jeg si ha det bra til alle sammen nei er det sant ? * og Morten # du skal få tromma mi # til å ha her mens jeg er borte * neida | det er | jeg har tippa det jeg altså at han har vært muldvarp # men han er ikke det * neida det er aprilspøk | nei | og en annen ting ### Anette du skal få Nugatti-crispen * aprilspøk det er så det er så mye som tilsier at det at du ikke er det Lars at det * Lars Joakim vi har allerede avslørt deg du du har lagt igjen masse klær under senga di det er bort alt det er pakka inn i den derre hvite beholderen den skal inn i slusa etterpå # og en annen ting det er jeg ville bare si tusen takk for et veldig hyggelig kompliment jeg har fått og det er når jeg gjelder den Big Brother-låta for den har jeg vært med og laga # så det vil jeg si tusen takk for og så # skal vi si ha det bra # Morten
132364,Lars_Joakim,og det er når jeg gjelder den Big Brother-låta for den har jeg vært med og laga # så det vil jeg si tusen takk for og så #,,skal,vi si ha det bra _uforståelig_ # Morten,skal,si,,affirmative,affirmative,simple,main,no,1st,Animate,nå er jeg spent sikkert noe dritkult kanskje vi får se en film til ## vi gikk på spøken og da * å det hadde vært deilig | jeg lå akkurat og tenkte at det ## skal vi se * dette blir veldig morsomt for det at det # jeg har vært skuespiller muldvarp hele tida # så nå skal jeg si ha det bra til alle sammen nei er det sant ? * og Morten # du skal få tromma mi # til å ha her mens jeg er borte * neida | det er | jeg har tippa det jeg altså at han har vært muldvarp # men han er ikke det * neida det er aprilspøk | nei | og en annen ting ### Anette du skal få Nugatti-crispen * aprilspøk det er så det er så mye som tilsier at det at du ikke er det Lars at det * Lars Joakim vi har allerede avslørt deg du du har lagt igjen masse klær under senga di det er bort alt det er pakka inn i den derre hvite beholderen den skal inn i slusa etterpå # og en annen ting det er jeg ville bare si tusen takk for et veldig hyggelig kompliment jeg har fått og det er når jeg gjelder den Big Brother-låta for den har jeg vært med og laga # så det vil jeg si tusen takk for og så # skal vi si ha det bra # Morten
